hcp_id,hcp_name,specialty,segment,territory,region,total_prescriptions,total_units_dispensed,average_monthly_prescriptions,active_months,product_breadth,total_calls,total_samples_received,average_call_duration,called_product_breadth,last_call_date,prescriptions_per_call,days_since_last_call,no_call_flag,recent_3m_units,previous_3m_units,recent_growth_pct,cluster_id,hcp_segment,segment_strategy,prescription_momentum,efficiency_for_scoring,value_score,momentum_score,low_call_score,recency_gap_score,undercoverage_score,efficiency_score,breadth_score,opportunity_score,segment_priority_rank,segment_score_percentile,priority_tier,recommended_action
H0297,Dr. HCP_0297,Endocrinologist,C,East-1,East,1,48,0.1,1,1,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.04,0.486,0.943,0.945,0.944,0.501,0.054,42.58,15,0.75,Medium Priority,Review prescription activity before allocating field effort
H0298,Dr. HCP_0298,General Physician,B,South-2,South,196,7402,19.6,10,5,41,155,18.24,5,2026-03-11,4.78,20,0,2077,2068,0.44,0,Established High-Value,Maintain engagement and protect existing value,0.004340493913630006,4.78,0.948,0.51,0.16400000000000003,0.661,0.41250000000000003,0.753,0.638,66.63,11,0.9386503067484663,High Priority,Protect existing value and maintain consistent engagement
H0299,Dr. HCP_0299,Pulmonologist,B,Central-2,Central,61,2595,6.1,10,5,15,41,22.27,5,2026-03-26,4.07,5,0,757,806,-6.08,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.06264028262757737,4.07,0.556,0.414,0.577,0.311,0.44399999999999995,0.677,0.638,52.59,52,0.74,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0300,Dr. HCP_0300,General Physician,A,North-2,North,169,6909,16.9,10,5,18,61,17.67,5,2026-03-26,9.39,5,0,2022,2427,-16.69,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.18248631501164336,9.39,0.932,0.304,0.492,0.311,0.40149999999999997,0.958,0.638,64.83,38,0.5432098765432098,Medium Priority,Review for incremental engagement without excessive call frequency
H0301,Dr. HCP_0301,Oncologist,A,East-1,East,7,245,0.7,5,2,0,0,0.0,0,,,304,1,159,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,5.075173815233827,3.45,0.084,1.0,0.943,0.945,0.944,0.501,0.092,54.56,3,0.9642857142857143,High Priority,Validate prescribing potential and consider initiating outreach
H0302,Dr. HCP_0302,Pulmonologist,B,Central-2,Central,44,1601,4.4,10,4,10,39,16.6,3,2026-03-30,4.4,1,0,631,469,34.54,1,Emerging Growth,Nurture growth through targeted follow-ups,0.29615669944275336,4.4,0.344,0.768,0.74,0.092,0.416,0.724,0.213,49.07,74,0.625,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0303,Dr. HCP_0303,Pulmonologist,B,North-2,North,175,7082,17.5,10,5,46,164,19.22,5,2026-03-17,3.8,14,0,2397,1708,40.34,0,Established High-Value,Maintain engagement and protect existing value,0.33872665247186884,3.8,0.938,0.804,0.118,0.582,0.35,0.621,0.638,68.66,7,0.9631901840490797,High Priority,Protect existing value and maintain consistent engagement
H0304,Dr. HCP_0304,Endocrinologist,B,West-1,West,51,1964,5.1,10,5,15,50,16.8,5,2026-03-20,3.4,11,0,547,673,-18.72,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.2069548239642911,3.4,0.422,0.284,0.577,0.5,0.5385,0.431,0.638,44.65,109,0.435,Low Priority,Monitor growth before increasing field engagement
H0305,Dr. HCP_0305,Neurologist,C,South-1,South,56,2421,5.6,10,5,40,192,20.38,5,2026-03-24,1.4,7,0,521,728,-28.43,0,Established High-Value,Maintain engagement and protect existing value,-0.33400614412601914,1.4,0.514,0.192,0.17700000000000005,0.399,0.28800000000000003,0.128,0.638,34.76,152,0.049079754601226995,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0306,Dr. HCP_0306,Neurologist,C,Central-1,Central,91,3379,9.1,10,5,49,227,20.27,5,2026-03-28,1.86,3,0,1001,763,31.19,0,Established High-Value,Maintain engagement and protect existing value,0.27118549247828927,1.86,0.68,0.744,0.10099999999999998,0.212,0.15649999999999997,0.237,0.638,49.13,98,0.38650306748466257,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0307,Dr. HCP_0307,Pulmonologist,B,South-1,South,86,3711,8.6,10,5,29,107,17.86,5,2026-03-19,2.97,12,0,1168,952,22.69,0,Established High-Value,Maintain engagement and protect existing value,0.20428905781786622,2.97,0.717,0.686,0.31299999999999994,0.532,0.4225,0.358,0.638,57.54,49,0.7055214723926381,Medium Priority,Continue the current engagement cadence
H0308,Dr. HCP_0308,General Physician,B,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0309,Dr. HCP_0309,Oncologist,C,North-2,North,101,4135,10.1,10,5,56,253,20.68,5,2026-03-29,1.8,2,0,1534,1048,46.37,0,Established High-Value,Maintain engagement and protect existing value,0.3806930516250002,1.8,0.752,0.826,0.061000000000000054,0.158,0.10950000000000003,0.228,0.638,51.62,83,0.48773006134969327,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0310,Dr. HCP_0310,Endocrinologist,B,South-1,South,114,4192,11.4,10,5,29,103,18.31,5,2026-03-25,3.93,6,0,1163,1181,-1.52,0,Established High-Value,Maintain engagement and protect existing value,-0.015345569674661164,3.93,0.758,0.446,0.31299999999999994,0.356,0.33449999999999996,0.651,0.638,56.17,60,0.6319018404907976,Medium Priority,Continue the current engagement cadence
H0311,Dr. HCP_0311,Pulmonologist,B,Central-1,Central,99,3904,9.9,10,5,31,126,21.84,5,2026-03-26,3.19,5,0,1797,912,97.04,0,Established High-Value,Maintain engagement and protect existing value,0.6776943344365973,3.19,0.73,0.936,0.28300000000000003,0.311,0.29700000000000004,0.393,0.638,60.32,38,0.7730061349693251,Medium Priority,Continue the current engagement cadence
H0312,Dr. HCP_0312,Cardiologist,A,West-1,West,45,1996,4.5,10,5,8,34,22.13,4,2026-03-28,5.63,3,0,676,892,-24.22,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.2769153079642237,5.63,0.428,0.234,0.787,0.212,0.4995,0.824,0.638,48.75,80,0.59,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0313,Dr. HCP_0313,Cardiologist,A,Central-1,Central,124,5252,12.4,10,5,17,56,21.41,5,2026-01-26,7.29,64,0,1735,1594,8.85,2,Efficient High-Value,Prioritize selective engagement and expansion,0.08470988000135105,7.29,0.848,0.59,0.522,0.842,0.6819999999999999,0.892,0.638,74.05,4,0.9629629629629629,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0314,Dr. HCP_0314,General Physician,C,East-2,East,15,613,1.5,8,3,14,41,21.71,5,2026-03-06,1.07,25,0,206,180,14.44,1,Emerging Growth,Nurture growth through targeted follow-ups,0.13422176199954272,1.07,0.13,0.636,0.615,0.727,0.671,0.044,0.13,35.36,162,0.17,Low Priority,Monitor growth before increasing field engagement
H0315,Dr. HCP_0315,Oncologist,C,Central-2,Central,9,434,0.9,5,4,9,38,20.78,4,2026-03-10,1.0,21,0,0,219,-100.0,1,Emerging Growth,Nurture growth through targeted follow-ups,-5.393627546352362,1.0,0.11,0.002,0.762,0.672,0.7170000000000001,0.031,0.213,23.86,193,0.015,Low Priority,Monitor growth before increasing field engagement
H0316,Dr. HCP_0316,General Physician,B,North-2,North,156,5578,15.6,10,5,38,159,23.16,5,2026-03-31,4.11,0,0,1391,1975,-29.57,0,Established High-Value,Maintain engagement and protect existing value,-0.35033303741344746,4.11,0.874,0.178,0.20299999999999996,0.029,0.11599999999999998,0.687,0.638,49.36,95,0.4049079754601227,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0317,Dr. HCP_0317,Cardiologist,B,West-2,West,42,1903,4.2,10,4,8,34,21.5,4,2026-01-09,5.25,81,0,694,482,43.98,1,Emerging Growth,Nurture growth through targeted follow-ups,0.36389519191221975,5.25,0.414,0.816,0.787,0.862,0.8245,0.804,0.213,63.54,13,0.94,High Priority,Prioritize targeted follow-ups to support continued growth
H0318,Dr. HCP_0318,Endocrinologist,A,Central-2,Central,64,2560,6.4,10,5,9,38,25.56,5,2026-03-06,7.11,25,0,688,823,-16.4,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.17892925889581335,7.11,0.552,0.308,0.762,0.727,0.7444999999999999,0.882,0.638,60.94,51,0.3765432098765432,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0319,Dr. HCP_0319,General Physician,A,West-2,West,38,1521,3.8,10,3,6,28,21.17,3,2026-03-28,6.33,3,0,672,393,70.99,2,Efficient High-Value,Prioritize selective engagement and expansion,0.535394420346794,6.33,0.328,0.896,0.833,0.212,0.5225,0.854,0.13,54.93,65,0.18518518518518517,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0320,Dr. HCP_0320,Cardiologist,B,West-1,West,71,3155,7.1,10,5,21,85,21.0,5,2026-03-08,3.38,23,0,543,1232,-55.93,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.8182562563084019,3.38,0.648,0.05,0.43400000000000005,0.698,0.5660000000000001,0.428,0.638,47.39,89,0.545,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0321,Dr. HCP_0321,Cardiologist,B,North-1,North,161,6222,16.1,10,5,30,124,22.0,5,2026-03-04,5.37,27,0,1888,1425,32.49,0,Established High-Value,Maintain engagement and protect existing value,0.28117426652726785,5.37,0.914,0.758,0.29700000000000004,0.746,0.5215000000000001,0.81,0.638,74.15,1,1.0,High Priority,Protect existing value and maintain consistent engagement
H0322,Dr. HCP_0322,Cardiologist,C,West-2,West,17,657,1.7,9,5,19,72,20.37,5,2026-03-30,0.89,1,0,101,197,-48.73,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.6632942174102645,0.89,0.134,0.072,0.46499999999999997,0.092,0.27849999999999997,0.01,0.638,18.95,195,0.005,Low Priority,Monitor growth before increasing field engagement
H0323,Dr. HCP_0323,Neurologist,B,South-2,South,298,12996,29.8,10,5,57,206,21.14,5,2026-03-31,5.23,0,0,3622,3351,8.09,0,Established High-Value,Maintain engagement and protect existing value,0.07774522929310201,5.23,1.0,0.58,0.05600000000000005,0.029,0.042500000000000024,0.802,0.638,61.07,33,0.803680981595092,High Priority,Protect existing value and maintain consistent engagement
H0324,Dr. HCP_0324,Oncologist,B,West-1,West,22,787,2.2,9,5,10,52,18.4,4,2026-03-25,2.2,6,0,189,236,-19.92,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.22103606897464534,2.2,0.16,0.274,0.74,0.356,0.548,0.285,0.638,34.64,164,0.16,Low Priority,Monitor growth before increasing field engagement
H0325,Dr. HCP_0325,Oncologist,C,Central-1,Central,86,3477,8.6,10,5,44,164,20.43,5,2026-03-31,1.95,0,0,1115,1065,4.69,0,Established High-Value,Maintain engagement and protect existing value,0.045837538215466545,1.95,0.696,0.548,0.133,0.029,0.081,0.25,0.638,44.0,125,0.22085889570552147,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0326,Dr. HCP_0326,General Physician,C,West-1,West,23,982,2.3,9,5,22,82,21.18,5,2026-03-14,1.05,17,0,441,320,37.81,1,Emerging Growth,Nurture growth through targeted follow-ups,0.3198687589476821,1.05,0.202,0.788,0.41400000000000003,0.622,0.518,0.036,0.638,41.69,129,0.335,Low Priority,Monitor growth before increasing field engagement
H0327,Dr. HCP_0327,Neurologist,B,West-2,West,31,1008,3.1,10,5,11,44,19.09,5,2026-02-15,2.82,44,0,241,310,-22.26,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.2508551860225472,2.82,0.21,0.244,0.716,0.81,0.763,0.341,0.638,41.75,128,0.34,Low Priority,Monitor growth before increasing field engagement
H0328,Dr. HCP_0328,Cardiologist,B,East-1,East,1,49,0.1,1,1,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.042,0.486,0.943,0.945,0.944,0.501,0.054,42.64,14,0.7678571428571429,Medium Priority,Review prescription activity before allocating field effort
H0329,Dr. HCP_0329,Oncologist,B,South-2,South,138,5604,13.8,10,5,42,165,20.21,5,2026-03-25,3.29,6,0,1634,1870,-12.62,0,Established High-Value,Maintain engagement and protect existing value,-0.13483024294273527,3.29,0.877,0.334,0.15300000000000002,0.356,0.2545,0.412,0.638,51.91,80,0.50920245398773,Medium Priority,Continue the current engagement cadence
H0330,Dr. HCP_0330,Pulmonologist,B,South-2,South,249,9816,24.9,10,5,58,243,18.4,5,2026-03-29,4.29,2,0,2956,3042,-2.83,0,Established High-Value,Maintain engagement and protect existing value,-0.028668630044492716,4.29,0.99,0.438,0.051000000000000045,0.158,0.10450000000000002,0.715,0.638,58.18,43,0.7423312883435583,Medium Priority,Continue the current engagement cadence
H0331,Dr. HCP_0331,Neurologist,B,East-2,East,38,1623,3.8,10,5,12,56,16.92,5,2026-02-12,3.17,47,0,626,321,95.02,1,Emerging Growth,Nurture growth through targeted follow-ups,0.6663949950885124,3.17,0.354,0.93,0.69,0.818,0.754,0.387,0.638,60.26,23,0.885,High Priority,Prioritize targeted follow-ups to support continued growth
H0332,Dr. HCP_0332,Oncologist,C,North-1,North,92,3877,9.2,10,5,60,241,19.62,5,2026-03-28,1.53,3,0,1116,1209,-7.69,0,Established High-Value,Maintain engagement and protect existing value,-0.07997383952158543,1.53,0.728,0.4,0.04400000000000004,0.212,0.128,0.149,0.638,41.66,135,0.15950920245398773,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0333,Dr. HCP_0333,Cardiologist,A,South-2,South,200,8321,20.0,10,5,18,83,16.44,5,2026-03-24,11.11,7,0,2315,2780,-16.73,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.18296901554107947,11.11,0.97,0.302,0.492,0.399,0.4455,0.978,0.638,67.33,31,0.6296296296296297,Medium Priority,Review for incremental engagement without excessive call frequency
H0334,Dr. HCP_0334,General Physician,A,North-2,North,82,3253,8.2,10,5,22,86,16.32,5,2026-03-18,3.73,13,0,857,1249,-31.39,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.37629473080838416,3.73,0.66,0.164,0.41400000000000003,0.561,0.48750000000000004,0.608,0.638,50.77,63,0.685,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0335,Dr. HCP_0335,Cardiologist,A,Central-2,Central,14,577,1.4,8,5,3,13,27.33,3,2026-02-26,4.67,33,0,173,176,-1.7,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.01709443335929972,4.67,0.12,0.444,0.87,0.776,0.823,0.744,0.638,50.6,67,0.66,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0336,Dr. HCP_0336,Endocrinologist,A,East-2,East,43,1610,4.3,10,4,5,31,20.8,4,2026-03-11,8.6,20,0,274,509,-46.17,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.6176396280517995,8.6,0.352,0.076,0.846,0.661,0.7535000000000001,0.935,0.213,47.07,76,0.04938271604938271,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0337,Dr. HCP_0337,Endocrinologist,C,Central-2,Central,19,723,1.9,9,4,16,67,18.88,5,2026-03-13,1.19,18,0,229,224,2.23,1,Emerging Growth,Nurture growth through targeted follow-ups,0.02197890671877545,1.19,0.144,0.532,0.5489999999999999,0.637,0.593,0.066,0.213,32.9,169,0.135,Low Priority,Monitor growth before increasing field engagement
H0338,Dr. HCP_0338,Endocrinologist,C,Central-1,Central,45,1889,4.5,10,5,39,132,20.03,5,2026-03-21,1.15,10,0,817,535,52.71,0,Established High-Value,Maintain engagement and protect existing value,0.42272817553194475,1.15,0.411,0.842,0.18999999999999995,0.475,0.33249999999999996,0.06,0.638,44.76,122,0.2392638036809816,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0339,Dr. HCP_0339,Pulmonologist,B,South-2,South,194,7858,19.4,10,5,53,202,20.77,5,2026-03-21,3.66,10,0,2848,2095,35.94,0,Established High-Value,Maintain engagement and protect existing value,0.30693728905697526,3.66,0.956,0.78,0.07799999999999996,0.475,0.27649999999999997,0.593,0.638,66.47,12,0.9325153374233128,High Priority,Protect existing value and maintain consistent engagement
H0340,Dr. HCP_0340,Cardiologist,A,Central-2,Central,67,2651,6.7,10,5,8,34,22.25,4,2026-03-12,8.38,19,0,742,739,0.41,2,Efficient High-Value,Prioritize selective engagement and expansion,0.004045858519543977,8.38,0.566,0.508,0.787,0.651,0.7190000000000001,0.924,0.638,65.35,35,0.5802469135802469,Medium Priority,Review for incremental engagement without excessive call frequency
H0341,Dr. HCP_0341,Endocrinologist,B,South-1,South,92,3617,9.2,10,5,26,112,19.38,5,2026-03-25,3.54,6,0,887,991,-10.49,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.11075136429270227,3.54,0.706,0.358,0.349,0.356,0.3525,0.576,0.638,52.17,55,0.725,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0342,Dr. HCP_0342,Cardiologist,B,South-1,South,125,4916,12.5,10,5,25,77,19.56,5,2026-03-26,5.0,5,0,1621,1214,33.53,0,Established High-Value,Maintain engagement and protect existing value,0.2889158789007098,5.0,0.814,0.762,0.364,0.311,0.3375,0.778,0.638,66.15,15,0.9141104294478528,High Priority,Protect existing value and maintain consistent engagement
H0343,Dr. HCP_0343,Cardiologist,A,South-1,South,58,2420,5.8,10,5,5,14,22.6,4,2026-02-14,11.6,45,0,954,791,20.61,2,Efficient High-Value,Prioritize selective engagement and expansion,0.1871499486663044,11.6,0.512,0.676,0.846,0.815,0.8305,0.982,0.638,70.75,15,0.8271604938271605,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0344,Dr. HCP_0344,Neurologist,B,South-2,South,175,7584,17.5,10,5,47,186,19.34,5,2026-03-23,3.72,8,0,2263,2103,7.61,0,Established High-Value,Maintain engagement and protect existing value,0.07329286546547298,3.72,0.95,0.574,0.10999999999999999,0.431,0.27049999999999996,0.605,0.638,62.2,28,0.8343558282208589,High Priority,Protect existing value and maintain consistent engagement
H0345,Dr. HCP_0345,Endocrinologist,B,North-1,North,136,5309,13.6,10,5,40,167,21.63,5,2026-03-31,3.4,0,0,1466,1434,2.23,0,Established High-Value,Maintain engagement and protect existing value,0.02205464994925954,3.4,0.854,0.534,0.17700000000000005,0.029,0.10300000000000002,0.431,0.638,51.72,82,0.49693251533742333,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0346,Dr. HCP_0346,Endocrinologist,B,North-1,North,130,4593,13.0,10,5,27,110,21.3,5,2026-03-21,4.81,10,0,1625,1179,37.83,0,Established High-Value,Maintain engagement and protect existing value,0.32060857264804543,4.81,0.782,0.79,0.33599999999999997,0.475,0.40549999999999997,0.762,0.638,67.21,9,0.950920245398773,High Priority,Protect existing value and maintain consistent engagement
H0347,Dr. HCP_0347,Cardiologist,B,Central-1,Central,97,3427,9.7,10,5,31,124,20.77,5,2026-03-23,3.13,8,0,813,978,-16.87,0,Established High-Value,Maintain engagement and protect existing value,-0.18457127652797034,3.13,0.686,0.298,0.28300000000000003,0.431,0.357,0.377,0.638,47.5,105,0.34355828220858897,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0348,Dr. HCP_0348,Oncologist,A,West-2,West,60,2359,6.0,10,5,7,26,22.14,4,2026-03-22,8.57,9,0,884,655,34.96,2,Efficient High-Value,Prioritize selective engagement and expansion,0.2994268560638407,8.57,0.502,0.772,0.815,0.454,0.6345,0.932,0.638,66.72,33,0.6049382716049383,Medium Priority,Review for incremental engagement without excessive call frequency
H0349,Dr. HCP_0349,Neurologist,B,Central-1,Central,144,5883,14.4,10,5,34,156,17.35,5,2026-03-21,4.24,10,0,1743,1169,49.1,0,Established High-Value,Maintain engagement and protect existing value,0.39917757667712284,4.24,0.892,0.836,0.243,0.475,0.359,0.709,0.638,69.47,4,0.9815950920245399,High Priority,Protect existing value and maintain consistent engagement
H0350,Dr. HCP_0350,Neurologist,B,West-2,West,62,2655,6.2,10,5,19,78,24.16,5,2026-02-17,3.26,42,0,979,494,98.18,1,Emerging Growth,Nurture growth through targeted follow-ups,0.682994809095927,3.26,0.568,0.94,0.46499999999999997,0.803,0.634,0.406,0.638,64.16,11,0.95,High Priority,Prioritize targeted follow-ups to support continued growth
H0351,Dr. HCP_0351,Cardiologist,B,Central-2,Central,42,1664,4.2,9,4,16,62,19.06,5,2026-03-18,2.63,13,0,562,517,8.7,1,Emerging Growth,Nurture growth through targeted follow-ups,0.08330438588020783,2.63,0.365,0.586,0.5489999999999999,0.561,0.5549999999999999,0.318,0.213,43.44,118,0.39,Low Priority,Monitor growth before increasing field engagement
H0352,Dr. HCP_0352,General Physician,C,West-2,West,15,593,1.5,8,5,26,109,21.38,5,2026-03-18,0.58,13,0,135,167,-19.16,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.2113090936672064,0.58,0.126,0.282,0.349,0.561,0.455,0.002,0.638,27.2,184,0.06,Low Priority,Monitor growth before increasing field engagement
H0353,Dr. HCP_0353,Oncologist,B,North-1,North,60,2556,6.0,10,5,31,103,22.77,5,2026-03-08,1.94,23,0,719,627,14.67,1,Emerging Growth,Nurture growth through targeted follow-ups,0.13671104554190272,1.94,0.55,0.638,0.28300000000000003,0.698,0.4905,0.247,0.638,51.61,59,0.705,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0354,Dr. HCP_0354,General Physician,A,West-1,West,28,1094,2.8,9,4,4,11,20.0,3,2025-12-14,7.0,107,0,184,196,-6.12,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.06284790365966408,7.0,0.234,0.412,0.859,0.88,0.8694999999999999,0.878,0.213,52.3,69,0.13580246913580246,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0355,Dr. HCP_0355,General Physician,A,West-2,West,40,1564,4.0,10,5,7,33,16.86,5,2026-02-10,5.71,49,0,484,379,27.7,1,Emerging Growth,Nurture growth through targeted follow-ups,0.24397763821705176,5.71,0.34,0.722,0.815,0.821,0.818,0.831,0.638,63.93,12,0.945,High Priority,Prioritize targeted follow-ups to support continued growth
H0356,Dr. HCP_0356,Cardiologist,B,North-2,North,131,5246,13.1,10,5,38,163,17.97,5,2026-03-25,3.45,6,0,1774,1394,27.26,0,Established High-Value,Maintain engagement and protect existing value,0.24090600765405057,3.45,0.844,0.716,0.20299999999999996,0.356,0.27949999999999997,0.501,0.638,60.52,35,0.7914110429447853,Medium Priority,Continue the current engagement cadence
H0357,Dr. HCP_0357,Endocrinologist,A,Central-2,Central,43,1858,4.3,10,3,5,19,20.4,3,2026-03-09,8.6,22,0,317,705,-55.04,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.797563854713065,8.6,0.398,0.052,0.846,0.682,0.764,0.935,0.13,47.41,74,0.07407407407407407,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0358,Dr. HCP_0358,Pulmonologist,B,South-1,South,61,2477,6.1,10,5,31,133,20.06,5,2026-03-17,1.97,14,0,811,634,27.92,1,Emerging Growth,Nurture growth through targeted follow-ups,0.24587534126898625,1.97,0.536,0.724,0.28300000000000003,0.582,0.4325,0.254,0.638,51.56,60,0.7,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0359,Dr. HCP_0359,Neurologist,C,West-1,West,21,783,2.1,9,5,13,54,22.31,5,2026-03-20,1.62,11,0,86,264,-67.42,1,Emerging Growth,Nurture growth through targeted follow-ups,-1.1138217073316383,1.62,0.158,0.034,0.655,0.5,0.5775,0.171,0.638,28.8,181,0.075,Low Priority,Monitor growth before increasing field engagement
H0360,Dr. HCP_0360,Neurologist,B,West-2,West,35,1497,3.5,10,3,11,27,21.64,3,2026-02-21,3.18,38,0,402,435,-7.59,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.07870568140235168,3.18,0.322,0.402,0.716,0.793,0.7545,0.39,0.13,43.71,117,0.395,Low Priority,Monitor growth before increasing field engagement
H0361,Dr. HCP_0361,General Physician,B,North-2,North,90,3455,9.0,10,5,29,151,20.34,5,2026-03-29,3.1,2,0,1017,1370,-25.77,0,Established High-Value,Maintain engagement and protect existing value,-0.2977004824518463,3.1,0.692,0.222,0.31299999999999994,0.158,0.2355,0.371,0.638,43.03,130,0.1901840490797546,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0362,Dr. HCP_0362,General Physician,B,Central-1,Central,92,3905,9.2,10,5,37,144,19.19,5,2026-03-27,2.49,4,0,1536,915,67.87,0,Established High-Value,Maintain engagement and protect existing value,0.5175713788644662,2.49,0.732,0.888,0.21599999999999997,0.262,0.239,0.308,0.638,56.69,56,0.6625766871165644,Medium Priority,Continue the current engagement cadence
H0363,Dr. HCP_0363,Oncologist,B,West-1,West,72,3115,7.2,10,5,14,61,16.0,5,2026-02-04,5.14,55,0,976,961,1.56,1,Emerging Growth,Nurture growth through targeted follow-ups,0.015472201377075834,5.14,0.642,0.526,0.615,0.828,0.7215,0.794,0.638,66.11,6,0.975,High Priority,Prioritize targeted follow-ups to support continued growth
H0364,Dr. HCP_0364,Pulmonologist,B,West-1,West,33,1217,3.3,10,4,5,17,24.6,3,2026-03-15,6.6,16,0,290,396,-26.77,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.3106130135156979,6.6,0.256,0.212,0.846,0.61,0.728,0.859,0.213,45.13,78,0.024691358024691357,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0365,Dr. HCP_0365,Oncologist,C,West-1,West,14,548,1.4,7,5,16,83,18.56,5,2026-03-08,0.88,23,0,110,357,-69.19,1,Emerging Growth,Nurture growth through targeted follow-ups,-1.1710027850883664,0.88,0.116,0.03,0.5489999999999999,0.698,0.6234999999999999,0.008,0.638,26.17,188,0.04,Low Priority,Monitor growth before increasing field engagement
H0366,Dr. HCP_0366,Oncologist,B,East-2,East,28,1111,2.8,10,5,7,33,16.57,4,2026-03-28,4.0,3,0,329,456,-27.85,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.3255907364336794,4.0,0.238,0.198,0.815,0.212,0.5135,0.665,0.638,40.29,139,0.285,Low Priority,Monitor growth before increasing field engagement
H0367,Dr. HCP_0367,Pulmonologist,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0368,Dr. HCP_0368,Cardiologist,C,West-2,West,32,1295,3.2,9,5,23,80,21.57,5,2026-03-24,1.39,7,0,388,535,-27.48,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.32055481745235603,1.39,0.276,0.204,0.396,0.399,0.3975,0.123,0.638,30.52,173,0.115,Low Priority,Monitor growth before increasing field engagement
H0369,Dr. HCP_0369,Cardiologist,A,North-2,North,130,5326,13.0,10,5,14,55,20.43,5,2026-03-12,9.29,19,0,1232,1451,-15.09,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.16349169222039706,9.29,0.858,0.318,0.615,0.651,0.633,0.954,0.638,68.61,23,0.7283950617283951,Medium Priority,Review for incremental engagement without excessive call frequency
H0370,Dr. HCP_0370,General Physician,A,North-2,North,128,5097,12.8,10,5,21,100,20.43,5,2026-03-27,6.1,4,0,1439,1537,-6.38,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.06583975749554227,6.1,0.83,0.408,0.43400000000000005,0.262,0.34800000000000003,0.848,0.638,60.86,52,0.35185185185185186,Low Priority,Maintain efficient coverage and monitor prescription behaviour
